
-- Action --
+---------+------------+---------------------+--------------------+
| ID      | Activity   | Domain              | Type               |
| T          | Transfer               | Cabin                  | R53    | Elevator Management |
| P          | Transfer               | Accessible Shaft Level | R53    | Elevator Management |
+------------+------------------------+------------------------+--------+---------------------+

-- Association_Hop --
+----------+-----------------------------------------------------+---------------------+
|   Number | Path                                                | Domain              |
+==========+=====================================================+=====================+
|        1 | /R29/Bank/R1/Shaft/R2/Cabin                         | Elevator Management |
|        2 | /R29/Bank/R1/Shaft/R2/Cabin                         | Elevator Management |
|        3 | /R29/Bank/R1/Shaft/R2/Cabin                         | Elevator Management |
|        1 | /R2/Shaft/R28/Shaft Level/R3/Accessible Shaft Level | Elevator Management |
|        2 | /R2/Shaft/R28/Shaft Level/R3/Accessible Shaft Level | Elevator Management |
|        3 | /R2/Shaft/R28/Shaft Level/R3/Accessible Shaft Level | Elevator Management |
|        1 | /R49/Floor Service                                  | Elevator Management |
|        1 | /R43/Shaft Level/R28/Floor                          | Elevator Management |
|        2 | /R43/Shaft Level/R28/Floor                          | Elevator Management |
|        1 | /R2/Shaft/R1/Bank                                   | Elevator Management |
|        2 | /R2/Shaft/R1/Bank                                   | Elevator Management |
|        1 | /R4/Cabin/R2/Shaft                                  | Elevator Management |
|        2 | /R4/Cabin/R2/Shaft                                  | Elevator Management |
|        1 | /R4/Cabin/R53/Transfer                              | Elevator Management |
|        2 | /R4/Cabin/R53/Transfer                              | Elevator Management |
|        1 | /R4/Cabin                                           | Elevator Management |
|        1 | /R49/Bank Level/R38/Middle Bank Level               | Elevator Management |
|        1 | /R49/Accessible Shaft Level                         | Elevator Management |
|        1 | /R2/Cabin                                           | Elevator Management |
|        1 | /R53/Transfer                                       | Elevator Management |
|        1 | /R53/Accessible Shaft Level/R49/Floor Service       | Elevator Management |
|        2 | /R53/Accessible Shaft Level/R49/Floor Service       | Elevator Management |
|        1 | /R2/Shaft/R28/Shaft Level                           | Elevator Management |
|        2 | /R2/Shaft/R28/Shaft Level                           | Elevator Management |
|        1 | /R4/Door                                            | Elevator Management |
|        1 | /R43/Shaft Level                                    | Elevator Management |
|        1 | /R2/Shaft                                           | Elevator Management |
|        1 | /R3/Bank Level                                      | Elevator Management |
|        1 | /R3/Shaft Level/R28/Shaft                           | Elevator Management |
|        2 | /R3/Shaft Level/R28/Shaft                           | Elevator Management |
|        1 | /R49/Bank Level                                     | Elevator Management |
|        1 | /R53/Cabin                                          | Elevator Management |
|        1 | /R53/Accessible Shaft Level                         | Elevator Management |
|        1 | /R53/Cabin/R2/Shaft                                 | Elevator Management |
|        2 | /R53/Cabin/R2/Shaft                                 | Elevator Management |
+----------+-----------------------------------------------------+---------------------+

-- Association_Reference --
+------------+------------------------+------------------------+--------+---------------------+---------------+
| Ref_type   | From_class             | To_class               | Rnum   | Domain              | Perspective   |
+============+========================+========================+========+=====================+===============+
| R          | Shaft                  | Bank                   | R1     | Elevator Management | T             |
| R          | Cabin                  | Shaft                  | R2     | Elevator Management | T             |
| T          | Accessible Shaft Level | Shaft Level            | R3     | Elevator Management | T             |
| P          | Accessible Shaft Level | Bank Level             | R3     | Elevator Management | P             |
| R          | Door                   | Cabin                  | R4     | Elevator Management | T             |
| R          | Top Bank Level         | Bank                   | R5     | Elevator Management | T             |
| R          | Bottom Bank Level      | Bank                   | R6     | Elevator Management | T             |
| T          | Shaft Level            | Floor                  | R28    | Elevator Management | T             |
| P          | Shaft Level            | Shaft                  | R28    | Elevator Management | P             |
| T          | Bank Level             | Bank                   | R29    | Elevator Management | T             |
| P          | Bank Level             | Floor                  | R29    | Elevator Management | P             |
| R          | Cabin                  | Shaft Level            | R43    | Elevator Management | P             |
| T          | Floor Service          | Bank Level             | R49    | Elevator Management | T             |
| P          | Floor Service          | Accessible Shaft Level | R49    | Elevator Management | P             |
| T          | Transfer               | Cabin                  | R53    | Elevator Management | T             |
| P          | Transfer               | Accessible Shaft Level | R53    | Elevator Management | P             |
